Date,Stock,Gain,Total
2022-01-31 18:34:35.696988,,,100000
2022-02-01 18:34:35.696988,,,100000
2022-02-02 18:34:35.696988,,,100000
2022-02-03 18:34:35.696988,,,100000
2022-02-04 18:34:35.696988,9626.HK,3718.0007934570312,103718.00079345703
2022-02-05 18:34:35.696988,,,103718.00079345703
2022-02-06 18:34:35.696988,,,103718.00079345703
2022-02-07 18:34:35.696988,,,103718.00079345703
2022-02-08 18:34:35.696988,,,103718.00079345703
2022-02-09 18:34:35.696988,,,103718.00079345703
2022-02-10 18:34:35.696988,2269.HK,3854.5022621154794,107572.50305557251
2022-02-11 18:34:35.696988,,,107572.50305557251
2022-02-12 18:34:35.696988,,,107572.50305557251
2022-02-13 18:34:35.696988,,,107572.50305557251
2022-02-14 18:34:35.696988,,,107572.50305557251
2022-02-15 18:34:35.696988,,,107572.50305557251
2022-02-16 18:34:35.696988,3690.HK,-4929.799041748047,102642.70401382446
2022-02-17 18:34:35.696988,2382.HK,-1656.5004272460938,100986.20358657837
2022-02-18 18:34:35.696988,0388.HK,-3018.098693847656,97968.10489273071
2022-02-19 18:34:35.696988,,,97968.10489273071
2022-02-20 18:34:35.696988,,,97968.10489273071
2022-02-21 18:34:35.696988,3690.HK,-1152.9005584716797,96815.20433425903
2022-02-22 18:34:35.696988,,,96815.20433425903
2022-02-23 18:34:35.696988,,,96815.20433425903
2022-02-24 18:34:35.696988,,,96815.20433425903
2022-02-25 18:34:35.696988,9626.HK,-3956.401153564453,92858.80318069458
2022-02-26 18:34:35.696988,,,92858.80318069458
2022-02-27 18:34:35.696988,,,92858.80318069458
2022-02-28 18:34:35.696988,0388.HK,-3453.501708984375,89405.3014717102
2022-03-01 18:34:35.696988,,,89405.3014717102
2022-03-02 18:34:35.696988,,,89405.3014717102
2022-03-03 18:34:35.696988,,,89405.3014717102
2022-03-04 18:34:35.696988,,,89405.3014717102
2022-03-05 18:34:35.696988,,,89405.3014717102
2022-03-06 18:34:35.696988,,,89405.3014717102
2022-03-07 18:34:35.696988,0388.HK,4118.268035888672,93523.56950759888
2022-03-08 18:34:35.696988,9626.HK,2418.598937988281,95942.16844558716
2022-03-09 18:34:35.696988,,,95942.16844558716
2022-03-10 18:34:35.696988,9626.HK,-3192.0,92750.16844558716
2022-03-11 18:34:35.696988,9626.HK,-6832.199729919434,85917.96871566772
2022-03-12 18:34:35.696988,,,85917.96871566772
2022-03-13 18:34:35.696988,,,85917.96871566772
2022-03-14 18:34:35.696988,,,85917.96871566772
2022-03-15 18:34:35.696988,9618.HK,9298.843688964844,95216.81240463257
2022-03-16 18:34:35.696988,0700.HK,-50.1646728515625,95166.647731781
2022-03-17 18:34:35.696988,9626.HK,-2818.1981201171875,92348.44961166382
2022-03-18 18:34:35.696988,,,92348.44961166382
2022-03-19 18:34:35.696988,,,92348.44961166382
2022-03-20 18:34:35.696988,,,92348.44961166382
2022-03-21 18:34:35.696988,2382.HK,-3289.0369415283203,89059.4126701355
2022-03-22 18:34:35.696988,,,89059.4126701355
2022-03-23 18:34:35.696988,,,89059.4126701355
2022-03-24 18:34:35.696988,,,89059.4126701355
2022-03-25 18:34:35.696988,2382.HK,926.656494140625,89986.06916427612
2022-03-26 18:34:35.696988,,,89986.06916427612
2022-03-27 18:34:35.696988,,,89986.06916427612
2022-03-28 18:34:35.696988,0700.HK,652.9295043945312,90638.99866867065
2022-03-29 18:34:35.696988,0316.HK,2501.4300231933594,93140.42869186401
2022-03-30 18:34:35.696988,,,93140.42869186401
2022-03-31 18:34:35.696988,,,93140.42869186401
2022-04-01 18:34:35.696988,,,93140.42869186401
2022-04-02 18:34:35.696988,,,93140.42869186401
2022-04-03 18:34:35.696988,,,93140.42869186401
2022-04-04 18:34:35.696988,2382.HK,-2785.613410949707,90354.8152809143
2022-04-05 18:34:35.696988,,,90354.8152809143
2022-04-06 18:34:35.696988,,,90354.8152809143
2022-04-07 18:34:35.696988,0316.HK,2080.201934814453,92435.01721572876
2022-04-08 18:34:35.696988,,,92435.01721572876
2022-04-09 18:34:35.696988,,,92435.01721572876
2022-04-10 18:34:35.696988,,,92435.01721572876
2022-04-11 18:34:35.696988,,,92435.01721572876
2022-04-12 18:34:35.696988,9626.HK,-3876.6004333496094,88558.41678237915
2022-04-13 18:34:35.696988,0388.HK,-1531.966278076172,87026.45050430298
2022-04-14 18:34:35.696988,,,87026.45050430298
2022-04-15 18:34:35.696988,,,87026.45050430298
2022-04-16 18:34:35.696988,,,87026.45050430298
2022-04-17 18:34:35.696988,,,87026.45050430298
2022-04-18 18:34:35.696988,,,87026.45050430298
2022-04-19 18:34:35.696988,,,87026.45050430298
2022-04-20 18:34:35.696988,9626.HK,-3583.9990234375,83442.45148086548
2022-04-21 18:34:35.696988,,,83442.45148086548
2022-04-22 18:34:35.696988,,,83442.45148086548
2022-04-23 18:34:35.696988,,,83442.45148086548
2022-04-24 18:34:35.696988,,,83442.45148086548
2022-04-25 18:34:35.696988,9626.HK,3549.598937988281,86992.05041885376
2022-04-26 18:34:35.696988,,,86992.05041885376
2022-04-27 18:34:35.696988,,,86992.05041885376
2022-04-28 18:34:35.696988,9626.HK,3744.00146484375,90736.05188369751
2022-04-29 18:34:35.696988,0700.HK,-2882.44140625,87853.61047744751
2022-04-30 18:34:35.696988,,,87853.61047744751
2022-05-01 18:34:35.696988,,,87853.61047744751
2022-05-02 18:34:35.696988,,,87853.61047744751
2022-05-03 18:34:35.696988,0011.HK,-257.1319580078125,87596.4785194397
2022-05-04 18:34:35.696988,,,87596.4785194397
2022-05-05 18:34:35.696988,9626.HK,-2653.2994842529297,84943.17903518677
2022-05-06 18:34:35.696988,9626.HK,-2636.4010314941406,82306.77800369263
2022-05-07 18:34:35.696988,,,82306.77800369263
2022-05-08 18:34:35.696988,,,82306.77800369263
2022-05-09 18:34:35.696988,,,82306.77800369263
2022-05-10 18:34:35.696988,,,82306.77800369263
2022-05-11 18:34:35.696988,,,82306.77800369263
2022-05-12 18:34:35.696988,9618.HK,3095.4139404296875,85402.19194412231
2022-05-13 18:34:35.696988,,,85402.19194412231
2022-05-14 18:34:35.696988,,,85402.19194412231
2022-05-15 18:34:35.696988,,,85402.19194412231
2022-05-16 18:34:35.696988,,,85402.19194412231
2022-05-17 18:34:35.696988,9618.HK,-188.8694000244141,85213.3225440979
2022-05-18 18:34:35.696988,,,85213.3225440979
2022-05-19 18:34:35.696988,,,85213.3225440979
2022-05-20 18:34:35.696988,0700.HK,-178.20098876953125,85035.12155532837
2022-05-21 18:34:35.696988,,,85035.12155532837
2022-05-22 18:34:35.696988,,,85035.12155532837
2022-05-23 18:34:35.696988,0669.HK,-71.26611328125,84963.85544204712
2022-05-24 18:34:35.696988,,,84963.85544204712
2022-05-25 18:34:35.696988,,,84963.85544204712
2022-05-26 18:34:35.696988,,,84963.85544204712
2022-05-27 18:34:35.696988,9626.HK,2723.4005432128906,87687.25598526001
2022-05-28 18:34:35.696988,,,87687.25598526001
2022-05-29 18:34:35.696988,,,87687.25598526001
2022-05-30 18:34:35.696988,9626.HK,4181.998443603516,91869.25442886353
2022-05-31 18:34:35.696988,,,91869.25442886353
2022-06-01 18:34:35.696988,,,91869.25442886353
2022-06-02 18:34:35.696988,,,91869.25442886353
2022-06-03 18:34:35.696988,,,91869.25442886353
2022-06-04 18:34:35.696988,,,91869.25442886353
2022-06-05 18:34:35.696988,,,91869.25442886353
2022-06-06 18:34:35.696988,,,91869.25442886353
2022-06-07 18:34:35.696988,,,91869.25442886353
2022-06-08 18:34:35.696988,,,91869.25442886353
2022-06-09 18:34:35.696988,,,91869.25442886353
2022-06-10 18:34:35.696988,0316.HK,-311.8982391357422,91557.35618972778
2022-06-11 18:34:35.696988,,,91557.35618972778
2022-06-12 18:34:35.696988,,,91557.35618972778
2022-06-13 18:34:35.696988,,,91557.35618972778
2022-06-14 18:34:35.696988,,,91557.35618972778
2022-06-15 18:34:35.696988,9626.HK,2436.000442504883,93993.35663223267
2022-06-16 18:34:35.696988,0669.HK,269.4777603149414,94262.83439254761
2022-06-17 18:34:35.696988,,,94262.83439254761
2022-06-18 18:34:35.696988,,,94262.83439254761
2022-06-19 18:34:35.696988,,,94262.83439254761
2022-06-20 18:34:35.696988,0316.HK,-3248.955810546875,91013.87858200073
2022-06-21 18:34:35.696988,,,91013.87858200073
2022-06-22 18:34:35.696988,,,91013.87858200073
2022-06-23 18:34:35.696988,,,91013.87858200073
2022-06-24 18:34:35.696988,,,91013.87858200073
2022-06-25 18:34:35.696988,,,91013.87858200073
2022-06-26 18:34:35.696988,,,91013.87858200073
2022-06-27 18:34:35.696988,,,91013.87858200073
2022-06-28 18:34:35.696988,,,91013.87858200073
2022-06-29 18:34:35.696988,0700.HK,-1966.2005310058596,89047.67805099487
2022-06-30 18:34:35.696988,0316.HK,1389.3726196289062,90437.05067062378
2022-07-01 18:34:35.696988,,,90437.05067062378
2022-07-02 18:34:35.696988,,,90437.05067062378
2022-07-03 18:34:35.696988,,,90437.05067062378
2022-07-04 18:34:35.696988,,,90437.05067062378
2022-07-05 18:34:35.696988,,,90437.05067062378
2022-07-06 18:34:35.696988,,,90437.05067062378
2022-07-07 18:34:35.696988,,,90437.05067062378
2022-07-08 18:34:35.696988,,,90437.05067062378
2022-07-09 18:34:35.696988,,,90437.05067062378
2022-07-10 18:34:35.696988,,,90437.05067062378
2022-07-11 18:34:35.696988,0700.HK,-739.199462890625,89697.85120773315
2022-07-12 18:34:35.696988,9618.HK,2105.9996032714844,91803.85081100464
2022-07-13 18:34:35.696988,1211.HK,2912.0,94715.85081100464
2022-07-14 18:34:35.696988,,,94715.85081100464
2022-07-15 18:34:35.696988,1211.HK,-1164.802734375,93551.04807662964
2022-07-16 18:34:35.696988,,,93551.04807662964
2022-07-17 18:34:35.696988,,,93551.04807662964
2022-07-18 18:34:35.696988,,,93551.04807662964
2022-07-19 18:34:35.696988,,,93551.04807662964
2022-07-20 18:34:35.696988,,,93551.04807662964
2022-07-21 18:34:35.696988,,,93551.04807662964
2022-07-22 18:34:35.696988,,,93551.04807662964
2022-07-23 18:34:35.696988,,,93551.04807662964
2022-07-24 18:34:35.696988,,,93551.04807662964
2022-07-25 18:34:35.696988,0388.HK,87.0546875,93638.10276412964
2022-07-26 18:34:35.696988,0700.HK,-2801.1988525390625,90836.90391159058
2022-07-27 18:34:35.696988,,,90836.90391159058
2022-07-28 18:34:35.696988,,,90836.90391159058
2022-07-29 18:34:35.696988,,,90836.90391159058
2022-07-30 18:34:35.696988,,,90836.90391159058
2022-07-31 18:34:35.696988,,,90836.90391159058
2022-08-01 18:34:35.696988,0700.HK,396.0,91232.90391159058
2022-08-02 18:34:35.696988,,,91232.90391159058
2022-08-03 18:34:35.696988,,,91232.90391159058
2022-08-04 18:34:35.696988,,,91232.90391159058
2022-08-05 18:34:35.696988,0881.HK,330.75056076049805,91563.65447235107
2022-08-06 18:34:35.696988,,,91563.65447235107
2022-08-07 18:34:35.696988,,,91563.65447235107
2022-08-08 18:34:35.696988,9999.HK,391.8883972167969,91955.54286956787
2022-08-09 18:34:35.696988,,,91955.54286956787
2022-08-10 18:34:35.696988,,,91955.54286956787
2022-08-11 18:34:35.696988,9618.HK,-326.399169921875,91629.143699646
2022-08-12 18:34:35.696988,,,91629.143699646
2022-08-13 18:34:35.696988,,,91629.143699646
2022-08-14 18:34:35.696988,,,91629.143699646
2022-08-15 18:34:35.696988,,,91629.143699646
2022-08-16 18:34:35.696988,0316.HK,-2067.699462890625,89561.44423675537
2022-08-17 18:34:35.696988,,,89561.44423675537
2022-08-18 18:34:35.696988,,,89561.44423675537
2022-08-19 18:34:35.696988,,,89561.44423675537
2022-08-20 18:34:35.696988,,,89561.44423675537
2022-08-21 18:34:35.696988,,,89561.44423675537
2022-08-22 18:34:35.696988,0388.HK,-1400.1597290039062,88161.28450775146
2022-08-23 18:34:35.696988,2688.HK,3093.647109985352,91254.93161773682
2022-08-24 18:34:35.696988,,,91254.93161773682
2022-08-25 18:34:35.696988,,,91254.93161773682
2022-08-26 18:34:35.696988,1211.HK,-2667.600357055664,88587.33126068115
2022-08-27 18:34:35.696988,,,88587.33126068115
2022-08-28 18:34:35.696988,,,88587.33126068115
2022-08-29 18:34:35.696988,,,88587.33126068115
2022-08-30 18:34:35.696988,,,88587.33126068115
2022-08-31 18:34:35.696988,,,88587.33126068115
2022-09-01 18:34:35.696988,1211.HK,-579.6007690429688,88007.73049163818
2022-09-02 18:34:35.696988,0316.HK,-847.1006011962891,87160.6298904419
2022-09-03 18:34:35.696988,,,87160.6298904419
2022-09-04 18:34:35.696988,,,87160.6298904419
2022-09-05 18:34:35.696988,,,87160.6298904419
2022-09-06 18:34:35.696988,,,87160.6298904419
2022-09-07 18:34:35.696988,,,87160.6298904419
2022-09-08 18:34:35.696988,,,87160.6298904419
2022-09-09 18:34:35.696988,,,87160.6298904419
2022-09-10 18:34:35.696988,,,87160.6298904419
2022-09-11 18:34:35.696988,,,87160.6298904419
2022-09-12 18:34:35.696988,,,87160.6298904419
2022-09-13 18:34:35.696988,9626.HK,-2584.0011596679688,84576.62873077393
2022-09-14 18:34:35.696988,,,84576.62873077393
2022-09-15 18:34:35.696988,,,84576.62873077393
2022-09-16 18:34:35.696988,9626.HK,-2578.099380493164,81998.52935028076
2022-09-17 18:34:35.696988,,,81998.52935028076
2022-09-18 18:34:35.696988,,,81998.52935028076
2022-09-19 18:34:35.696988,,,81998.52935028076
2022-09-20 18:34:35.696988,,,81998.52935028076
2022-09-21 18:34:35.696988,,,81998.52935028076
2022-09-22 18:34:35.696988,,,81998.52935028076
2022-09-23 18:34:35.696988,9626.HK,-1209.5996704101562,80788.9296798706
2022-09-24 18:34:35.696988,,,80788.9296798706
2022-09-25 18:34:35.696988,,,80788.9296798706
2022-09-26 18:34:35.696988,0388.HK,465.5988159179688,81254.52849578857
2022-09-27 18:34:35.696988,0316.HK,-1457.798797607422,79796.72969818115
2022-09-28 18:34:35.696988,,,79796.72969818115
2022-09-29 18:34:35.696988,,,79796.72969818115
2022-09-30 18:34:35.696988,,,79796.72969818115
2022-10-01 18:34:35.696988,,,79796.72969818115
2022-10-02 18:34:35.696988,,,79796.72969818115
2022-10-03 18:34:35.696988,1211.HK,2403.0004119873047,82199.73011016846
2022-10-04 18:34:35.696988,,,82199.73011016846
2022-10-05 18:34:35.696988,1211.HK,-2700.0,79499.73011016846
2022-10-06 18:34:35.696988,,,79499.73011016846
2022-10-07 18:34:35.696988,9866.HK,-2160.0,77339.73011016846
2022-10-08 18:34:35.696988,,,77339.73011016846
2022-10-09 18:34:35.696988,,,77339.73011016846
2022-10-10 18:34:35.696988,,,77339.73011016846
2022-10-11 18:34:35.696988,,,77339.73011016846
2022-10-12 18:34:35.696988,9866.HK,-2062.5,75277.23011016846
2022-10-13 18:34:35.696988,9961.HK,-2630.39958190918,72646.83052825928
2022-10-14 18:34:35.696988,9626.HK,-2279.599151611328,70367.23137664795
2022-10-15 18:34:35.696988,,,70367.23137664795
2022-10-16 18:34:35.696988,,,70367.23137664795
2022-10-17 18:34:35.696988,0388.HK,-2256.0,68111.23137664795
2022-10-18 18:34:35.696988,,,68111.23137664795
2022-10-19 18:34:35.696988,,,68111.23137664795
2022-10-20 18:34:35.696988,,,68111.23137664795
2022-10-21 18:34:35.696988,0700.HK,-2686.600616455078,65424.63076019287
2022-10-22 18:34:35.696988,,,65424.63076019287
2022-10-23 18:34:35.696988,,,65424.63076019287
2022-10-24 18:34:35.696988,0700.HK,2225.9996795654297,67650.6304397583
2022-10-25 18:34:35.696988,,,67650.6304397583
2022-10-26 18:34:35.696988,,,67650.6304397583
2022-10-27 18:34:35.696988,,,67650.6304397583
2022-10-28 18:34:35.696988,,,67650.6304397583
2022-10-29 18:34:35.696988,,,67650.6304397583
2022-10-30 18:34:35.696988,,,67650.6304397583
2022-10-31 18:34:35.696988,0388.HK,1809.599365234375,69460.22980499268
2022-11-01 18:34:35.696988,0388.HK,2019.6003112792969,71479.83011627197
2022-11-02 18:34:35.696988,,,71479.83011627197
2022-11-03 18:34:35.696988,9626.HK,3971.549026489258,75451.37914276123
2022-11-04 18:34:35.696988,9866.HK,-2009.2486953735352,73442.1304473877
2022-11-05 18:34:35.696988,,,73442.1304473877
2022-11-06 18:34:35.696988,,,73442.1304473877
2022-11-07 18:34:35.696988,0316.HK,370.4988098144531,73812.62925720215
2022-11-08 18:34:35.696988,,,73812.62925720215
2022-11-09 18:34:35.696988,,,73812.62925720215
2022-11-10 18:34:35.696988,9866.HK,4922.049476623535,78734.67873382568
2022-11-11 18:34:35.696988,9866.HK,2386.4019165039062,81121.08065032959
2022-11-12 18:34:35.696988,,,81121.08065032959
2022-11-13 18:34:35.696988,,,81121.08065032959
2022-11-14 18:34:35.696988,9866.HK,-2603.650459289551,78517.43019104004
2022-11-15 18:34:35.696988,,,78517.43019104004
2022-11-16 18:34:35.696988,,,78517.43019104004
2022-11-17 18:34:35.696988,,,78517.43019104004
2022-11-18 18:34:35.696988,1211.HK,-1663.8004302978516,76853.62976074219
2022-11-19 18:34:35.696988,,,76853.62976074219
2022-11-20 18:34:35.696988,,,76853.62976074219
2022-11-21 18:34:35.696988,,,76853.62976074219
2022-11-22 18:34:35.696988,0316.HK,2213.9990615844727,79067.62882232666
2022-11-23 18:34:35.696988,3690.HK,3230.0,82297.62882232666
2022-11-24 18:34:35.696988,,,82297.62882232666
2022-11-25 18:34:35.696988,,,82297.62882232666
2022-11-26 18:34:35.696988,,,82297.62882232666
2022-11-27 18:34:35.696988,,,82297.62882232666
2022-11-28 18:34:35.696988,1211.HK,2636.6995697021484,84934.32839202881
2022-11-29 18:34:35.696988,,,84934.32839202881
2022-11-30 18:34:35.696988,,,84934.32839202881
2022-12-01 18:34:35.696988,,,84934.32839202881
2022-12-02 18:34:35.696988,,,84934.32839202881
2022-12-03 18:34:35.696988,,,84934.32839202881
2022-12-04 18:34:35.696988,,,84934.32839202881
2022-12-05 18:34:35.696988,,,84934.32839202881
2022-12-06 18:34:35.696988,,,84934.32839202881
2022-12-07 18:34:35.696988,,,84934.32839202881
2022-12-08 18:34:35.696988,9999.HK,-252.0,84682.32839202881
2022-12-09 18:34:35.696988,,,84682.32839202881
2022-12-10 18:34:35.696988,,,84682.32839202881
2022-12-11 18:34:35.696988,,,84682.32839202881
2022-12-12 18:34:35.696988,,,84682.32839202881
2022-12-13 18:34:35.696988,,,84682.32839202881
2022-12-14 18:34:35.696988,2382.HK,807.3013687133789,85489.62976074219
2022-12-15 18:34:35.696988,,,85489.62976074219
2022-12-16 18:34:35.696988,9866.HK,-2429.999542236328,83059.63021850586
2022-12-17 18:34:35.696988,,,83059.63021850586
2022-12-18 18:34:35.696988,,,83059.63021850586
2022-12-19 18:34:35.696988,0669.HK,-207.3504867553711,82852.27973175049
2022-12-20 18:34:35.696988,,,82852.27973175049
2022-12-21 18:34:35.696988,9866.HK,-2257.450912475586,80594.8288192749
2022-12-22 18:34:35.696988,,,80594.8288192749
2022-12-23 18:34:35.696988,,,80594.8288192749
2022-12-24 18:34:35.696988,,,80594.8288192749
2022-12-25 18:34:35.696988,,,80594.8288192749
2022-12-26 18:34:35.696988,,,80594.8288192749
2022-12-27 18:34:35.696988,,,80594.8288192749
2022-12-28 18:34:35.696988,1211.HK,1142.399169921875,81737.22798919678
2022-12-29 18:34:35.696988,9866.HK,1006.3005294799804,82743.52851867676
2022-12-30 18:34:35.696988,,,82743.52851867676
2022-12-31 18:34:35.696988,,,82743.52851867676
2023-01-01 18:34:35.696988,,,82743.52851867676
2023-01-02 18:34:35.696988,,,82743.52851867676
2023-01-03 18:34:35.696988,,,82743.52851867676
2023-01-04 18:34:35.696988,,,82743.52851867676
2023-01-05 18:34:35.696988,,,82743.52851867676
2023-01-06 18:34:35.696988,0316.HK,580.0018310546875,83323.53034973145
2023-01-07 18:34:35.696988,,,83323.53034973145
2023-01-08 18:34:35.696988,,,83323.53034973145
2023-01-09 18:34:35.696988,,,83323.53034973145
2023-01-10 18:34:35.696988,9866.HK,-339.15098571777344,82984.37936401367
2023-01-11 18:34:35.696988,,,82984.37936401367
2023-01-12 18:34:35.696988,3690.HK,-96.0009765625,82888.37838745117
2023-01-13 18:34:35.696988,,,82888.37838745117
2023-01-14 18:34:35.696988,,,82888.37838745117
2023-01-15 18:34:35.696988,,,82888.37838745117
2023-01-16 18:34:35.696988,,,82888.37838745117
2023-01-17 18:34:35.696988,,,82888.37838745117
2023-01-18 18:34:35.696988,,,82888.37838745117
2023-01-19 18:34:35.696988,,,82888.37838745117
2023-01-20 18:34:35.696988,,,82888.37838745117
2023-01-21 18:34:35.696988,,,82888.37838745117
2023-01-22 18:34:35.696988,,,82888.37838745117
2023-01-23 18:34:35.696988,,,82888.37838745117
2023-01-24 18:34:35.696988,,,82888.37838745117
2023-01-25 18:34:35.696988,,,82888.37838745117
2023-01-26 18:34:35.696988,9626.HK,-2209.799224853516,80678.57916259766
2023-01-27 18:34:35.696988,,,80678.57916259766
2023-01-28 18:34:35.696988,,,80678.57916259766
2023-01-29 18:34:35.696988,,,80678.57916259766
2023-01-30 18:34:35.696988,,,80678.57916259766
2023-01-31 18:34:35.696988,,,80678.57916259766
