stock,buy_price,n_shares,sell_price,net_gain,buy_date,sell_date
9626.HK,232.60000610351562,214,242.39999389648438,2097.1973876953125,2022-01-31 15:44:19.402792,2022-02-01 15:44:19.402792
9626.HK,242.39999389648438,214,254.60000610351562,2610.8026123046875,2022-02-02 15:44:19.402792,2022-02-04 15:44:19.402792
9626.HK,254.60000610351562,214,271.0,3509.5986938476562,2022-02-05 15:44:19.402792,2022-02-09 15:44:19.402792
2269.HK,61.599998474121094,945,56.70000076293945,-4630.49783706665,2022-02-10 15:44:19.402792,2022-02-11 15:44:19.402792
2269.HK,56.70000076293945,945,61.650001525878906,4677.750720977783,2022-02-12 15:44:19.402792,2022-02-15 15:44:19.402792
2269.HK,61.650001525878906,945,64.80000305175781,2976.7514419555664,2022-02-16 15:44:19.402792,2022-02-17 15:44:19.402792
3690.HK,220.8000030517578,277,188.0,-9085.600845336914,2022-02-18 15:44:19.402792,2022-02-19 15:44:19.402792
3690.HK,180.5,288,170.1999969482422,-2966.40087890625,2022-02-22 15:44:19.402792,2022-02-24 15:44:19.402792
3690.HK,170.1999969482422,289,176.39999389648438,1791.7991180419922,2022-02-25 15:44:19.402792,2022-03-02 15:44:19.402792
0388.HK,355.4730529785156,143,332.21783447265625,-3325.4962463378906,2022-03-03 15:44:19.402792,2022-03-07 15:44:19.402792
0388.HK,332.21783447265625,143,342.8771667480469,1524.2845153808594,2022-03-08 15:44:19.402792,2022-03-13 15:44:19.402792
9626.HK,166.1999969482422,295,127.5999984741211,-11386.999549865723,2022-03-14 15:44:19.402792,2022-03-15 15:44:19.402792
9618.HK,158.13064575195312,238,248.47705078125,21502.444396972656,2022-03-16 15:44:19.402792,2022-03-17 15:44:19.402792
9961.HK,179.0,331,187.39999389648438,2780.397979736328,2022-03-18 15:44:19.402792,2022-03-22 15:44:19.402792
2382.HK,121.6731948852539,510,124.84124755859375,1615.7068634033203,2022-03-26 15:44:19.402792,2022-03-31 15:44:19.402792
0316.HK,182.31790161132812,349,191.19873046875,3099.4092712402344,2022-04-01 15:44:19.402792,2022-04-02 15:44:19.402792
0316.HK,191.19873046875,349,173.35003662109375,-6229.194152832031,2022-04-03 15:44:19.402792,2022-04-06 15:44:19.402792
0316.HK,166.297607421875,364,170.6509552001953,1584.6185913085938,2022-04-08 15:44:19.402792,2022-04-13 15:44:19.402792
0388.HK,337.13946533203125,184,327.4447326660156,-1783.830810546875,2022-04-14 15:44:19.402792,2022-04-19 15:44:19.402792
0388.HK,327.4447326660156,184,319.9263610839844,-1383.38037109375,2022-04-20 15:44:19.402792,2022-04-25 15:44:19.402792
9626.HK,159.8000030517578,369,169.6999969482422,3653.0977478027344,2022-04-26 15:44:19.402792,2022-04-27 15:44:19.402792
9626.HK,169.6999969482422,369,203.60000610351562,12509.103378295898,2022-04-28 15:44:19.402792,2022-04-29 15:44:19.402792
0700.HK,375.6333312988281,200,364.6848449707031,-2189.697265625,2022-04-30 15:44:19.402792,2022-05-05 15:44:19.402792
9626.HK,179.0,407,163.3000030517578,-6389.89875793457,2022-05-06 15:44:19.402792,2022-05-07 15:44:19.402792
9626.HK,163.3000030517578,407,155.3000030517578,-3256.0,2022-05-08 15:44:19.402792,2022-05-10 15:44:19.402792
9626.HK,155.3000030517578,407,147.6999969482422,-3093.2024841308594,2022-05-11 15:44:19.402792,2022-05-12 15:44:19.402792
9866.HK,100.9000015258789,596,106.5999984741211,3397.1981811523438,2022-05-13 15:44:19.402792,2022-05-14 15:44:19.402792
9618.HK,194.9529266357422,326,209.7990264892578,4839.828552246094,2022-05-15 15:44:19.402792,2022-05-17 15:44:19.402792
9618.HK,209.7990264892578,326,199.8000030517578,-3259.681640625,2022-05-18 15:44:19.402792,2022-05-19 15:44:19.402792
0700.HK,352.20001220703125,185,338.0,-2627.0022583007812,2022-05-21 15:44:19.402792,2022-05-24 15:44:19.402792
0700.HK,334.0,187,350.0,2992.0,2022-05-26 15:44:19.402792,2022-05-30 15:44:19.402792
0316.HK,213.93125915527344,306,207.20616149902344,-2057.8798828125,2022-06-11 15:44:19.402792,2022-06-16 15:44:19.402792
0669.HK,84.77789306640625,748,79.97727966308594,-3590.8588256835938,2022-06-17 15:44:19.402792,2022-06-20 15:44:19.402792
0316.HK,211.75015258789062,282,196.66407775878906,-4254.273101806641,2022-06-21 15:44:19.402792,2022-06-23 15:44:19.402792
9999.HK,142.21316528320312,391,152.79925537109375,4139.161224365234,2022-06-24 15:44:19.402792,2022-06-27 15:44:19.402792
0316.HK,202.29864501953125,295,189.03018188476562,-3914.1966247558594,2022-06-28 15:44:19.402792,2022-06-30 15:44:19.402792
0700.HK,354.3999938964844,157,347.6000061035156,-1067.5980834960938,2022-07-01 15:44:19.402792,2022-07-06 15:44:19.402792
0700.HK,347.6000061035156,157,337.79998779296875,-1538.6028747558594,2022-07-07 15:44:19.402792,2022-07-12 15:44:19.402792
9618.HK,230.8000030517578,230,244.0,3035.999298095703,2022-07-13 15:44:19.402792,2022-07-14 15:44:19.402792
1211.HK,283.0,198,288.0,990.0,2022-07-15 15:44:19.402792,2022-07-20 15:44:19.402792
0388.HK,356.13323974609375,160,364.24517822265625,1297.91015625,2022-07-21 15:44:19.402792,2022-07-26 15:44:19.402792
2015.HK,137.10000610351562,427,130.10000610351562,-2989.0,2022-07-27 15:44:19.402792,2022-07-28 15:44:19.402792
0700.HK,320.79998779296875,173,306.79998779296875,-2422.0,2022-07-29 15:44:19.402792,2022-07-30 15:44:19.402792
2015.HK,126.0999984741211,421,134.10000610351562,3368.0032119750977,2022-07-31 15:44:19.402792,2022-08-01 15:44:19.402792
0700.HK,299.6000061035156,188,312.0,2331.1988525390625,2022-08-02 15:44:19.402792,2022-08-04 15:44:19.402792
0700.HK,312.0,188,299.3999938964844,-2368.8011474609375,2022-08-05 15:44:19.402792,2022-08-08 15:44:19.402792
9999.HK,140.01605224609375,403,142.5127716064453,1006.1779022216797,2022-08-09 15:44:19.402792,2022-08-14 15:44:19.402792
9618.HK,222.60000610351562,258,217.1999969482422,-1393.2023620605469,2022-08-15 15:44:19.402792,2022-08-20 15:44:19.402792
0316.HK,213.5677490234375,262,202.6621551513672,-2857.265594482422,2022-08-21 15:44:19.402792,2022-08-23 15:44:19.402792
2688.HK,106.28400421142578,501,112.53600311279297,3132.251449584961,2022-08-24 15:44:19.402792,2022-08-25 15:44:19.402792
1211.HK,262.20001220703125,215,242.1999969482422,-4300.003280639648,2022-08-26 15:44:19.402792,2022-08-31 15:44:19.402792
0388.HK,317.79998779296875,163,306.79998779296875,-1793.0,2022-09-01 15:44:19.402792,2022-09-06 15:44:19.402792
0316.HK,146.8000030517578,342,144.6999969482422,-718.2020874023438,2022-09-07 15:44:19.402792,2022-09-12 15:44:19.402792
0316.HK,144.6999969482422,342,142.39999389648438,-786.6010437011719,2022-09-13 15:44:19.402792,2022-09-18 15:44:19.402792
9626.HK,138.6999969482422,351,129.0,-3404.698928833008,2022-09-19 15:44:19.402792,2022-09-21 15:44:19.402792
9626.HK,129.0,351,129.10000610351562,35.102142333984375,2022-09-22 15:44:19.402792,2022-09-27 15:44:19.402792
9866.HK,141.0,322,130.89999389648438,-3252.2019653320312,2022-09-28 15:44:19.402792,2022-09-29 15:44:19.402792
9866.HK,130.89999389648438,322,121.4000015258789,-3058.997543334961,2022-09-30 15:44:19.402792,2022-10-01 15:44:19.402792
9866.HK,121.4000015258789,322,134.0,4057.199508666992,2022-10-02 15:44:19.402792,2022-10-05 15:44:19.402792
9866.HK,134.0,322,112.0,-7084.0,2022-10-06 15:44:19.402792,2022-10-07 15:44:19.402792
9866.HK,112.0,322,103.5,-2737.0,2022-10-08 15:44:19.402792,2022-10-11 15:44:19.402792
9866.HK,103.5,322,94.75,-2817.5,2022-10-12 15:44:19.402792,2022-10-17 15:44:19.402792
0388.HK,252.1999969482422,121,252.0,-24.199630737304688,2022-10-18 15:44:19.402792,2022-10-23 15:44:19.402792
0700.HK,232.8000030517578,131,206.39999389648438,-3458.4011993408203,2022-10-24 15:44:19.402792,2022-10-25 15:44:19.402792
0700.HK,206.39999389648438,131,205.60000610351562,-104.79840087890625,2022-10-26 15:44:19.402792,2022-10-31 15:44:19.402792
0388.HK,209.0,128,236.1999969482422,3481.599609375,2022-11-01 15:44:19.402792,2022-11-02 15:44:19.402792
0388.HK,236.1999969482422,128,246.1999969482422,1280.0,2022-11-03 15:44:19.402792,2022-11-04 15:44:19.402792
0316.HK,121.5999984741211,260,128.8000030517578,1872.0011901855469,2022-11-05 15:44:19.402792,2022-11-07 15:44:19.402792
9866.HK,84.69999694824219,396,92.30000305175781,3009.6024169921875,2022-11-12 15:44:19.402792,2022-11-14 15:44:19.402792
1211.HK,184.39999389648438,198,175.0,-1861.1987915039062,2022-11-22 15:44:19.402792,2022-11-23 15:44:19.402792
3690.HK,138.39999389648438,250,155.39999389648438,4250.0,2022-11-24 15:44:19.402792,2022-11-29 15:44:19.402792
9961.HK,227.8000030517578,171,246.39999389648438,3180.598434448242,2022-11-30 15:44:19.402792,2022-12-01 15:44:19.402792
2382.HK,94.44999694824219,446,90.55000305175781,-1739.3972778320312,2022-12-15 15:44:19.402792,2022-12-20 15:44:19.402792
9866.HK,86.4000015258789,467,88.4000015258789,934.0,2022-12-22 15:44:19.402792,2022-12-27 15:44:19.402792
1211.HK,193.0,214,201.60000610351562,1840.4013061523438,2022-12-29 15:44:19.402792,2023-01-03 15:44:19.402792
9866.HK,80.19999694824219,538,81.05000305175781,457.30328369140625,2023-01-04 15:44:19.402792,2023-01-09 15:44:19.402792
3690.HK,173.0,252,165.60000610351562,-1864.7984619140625,2023-01-13 15:44:19.402792,2023-01-16 15:44:19.402792
3690.HK,165.60000610351562,252,168.10000610351562,630.0,2023-01-17 15:44:19.402792,2023-01-22 15:44:19.402792
3690.HK,168.10000610351562,252,174.89999389648438,1713.596923828125,2023-01-23 15:44:19.402792,2023-01-27 15:44:19.402792
